lat_r,lon_r,cluster
14.1,79.5,827
14.1,79.9,372
14.1,80.0,1598
14.2,77.6,1175
14.2,78.0,1189
14.2,78.3,1003
14.2,78.6,837
14.2,78.7,208
14.2,79.9,1289
14.3,78.3,339
14.3,78.6,837
14.3,78.7,837
14.3,79.9,1289
14.4,78.6,837
14.4,78.7,758
14.4,79.4,812
14.4,79.9,1289
14.5,77.5,1237
14.5,77.9,1502
14.5,78.2,691
14.5,78.5,1894
14.5,78.7,198
14.5,79.3,1673
14.5,79.8,257
14.5,80.0,1163
14.5,80.1,1163
14.6,77.5,1430
14.6,77.9,1502
14.6,78.2,1596
14.6,78.5,153
14.6,78.7,198
14.6,79.8,1338
14.7,77.2,463
14.7,78.5,153
14.7,78.6,882
14.7,79.2,1322
14.7,79.8,1338
14.7,79.9,1338
14.8,77.2,463
14.8,77.3,463
14.8,77.4,463
14.8,77.8,1051
14.8,78.1,1520
14.8,78.5,1782
14.8,78.6,882
14.8,79.7,543
14.8,79.8,141
14.9,77.2,463
14.9,77.8,1051
14.9,78.5,1782
14.9,78.6,1917
14.9,79.7,141
15.0,77.2,750
15.0,77.8,1473
15.0,78.5,192
15.0,78.6,1917
15.0,78.8,828
15.0,79.7,1531
15.0,79.8,1949
15.0,79.9,1949
15.1,77.6,436
15.1,78.1,831
15.1,78.4,382
15.1,78.5,192
15.1,78.6,152
15.1,79.7,274
15.1,79.8,274
15.2,77.2,1398
15.2,78.1,683
15.2,78.3,849
15.2,78.4,382
15.2,78.5,152
15.2,79.2,1058
15.2,79.3,1824
15.3,77.2,1398
15.3,78.0,1707
15.3,78.3,849
15.3,78.4,1386
15.3,78.5,1386
15.3,78.6,1059
15.3,79.2,1557
15.3,79.6,1385
15.3,79.7,820
15.3,79.8,373
15.4,77.1,1747
15.4,78.3,1296
15.4,78.4,1386
15.4,79.5,609
15.4,79.6,820
15.4,79.7,820
15.4,79.8,373
15.4,80.1,507
15.5,77.1,1579
15.5,77.2,1579
15.5,78.3,483
15.5,78.4,483
15.5,78.9,252
15.5,79.5,729
15.5,79.6,729
15.5,79.8,373
15.6,78.2,483
15.6,78.3,483
15.6,78.4,483
15.6,79.1,1377
15.6,79.5,729
15.6,79.6,729
15.6,79.7,1567
15.6,79.8,1567
15.6,80.2,1392
15.7,77.2,1077
15.7,77.6,1544
15.7,78.2,210
15.7,78.3,1274
15.7,78.4,1274
15.7,78.6,374
15.7,78.7,1756
15.7,79.2,1023
15.7,79.5,290
15.7,79.7,1567
15.7,79.8,1567
15.7,80.0,1474
15.8,77.2,1041
15.8,77.6,946
15.8,77.7,1126
15.8,78.2,210
15.8,78.3,1274
15.8,78.4,1470
15.8,78.6,693
15.8,79.5,290
15.8,79.6,1837
15.8,79.7,1837
15.8,79.8,1758
15.8,80.0,93
15.8,80.3,1013
15.8,80.4,1681
15.9,78.2,1634
15.9,79.0,585
15.9,79.5,290
15.9,79.6,1837
15.9,79.7,1837
15.9,81.1,434
16.0,78.2,1634
16.0,79.0,1484
16.0,79.5,883
16.0,79.6,337
16.0,79.7,337
16.1,77.8,179
16.1,78.2,435
16.1,79.4,883
16.1,79.5,883
16.1,79.6,851
16.1,79.7,851
16.2,79.4,1543
16.2,79.5,883
16.2,79.6,851
16.2,79.9,809
16.3,78.3,1356
16.3,79.4,1543
16.3,79.6,195
16.3,79.9,311
16.4,78.0,81
16.4,79.4,1419
16.4,79.5,195
16.4,79.6,1096
16.4,79.9,311
16.4,81.4,1164
16.4,81.5,1164
16.5,77.7,1062
16.5,78.0,889
16.5,79.4,1056
16.5,79.5,1096
16.5,79.6,1096
16.5,81.1,1816
16.5,81.5,1164
16.5,82.2,1136
16.6,77.6,184
16.6,78.0,889
16.6,78.1,889
16.6,78.9,1685
16.6,79.9,1573
16.6,81.3,1953
16.6,81.4,1164
16.7,79.4,1807
16.7,79.5,1807
16.7,80.1,73
16.7,80.9,1281
16.8,79.2,558
16.8,79.3,310
16.8,79.8,1413
16.8,80.1,73
16.8,80.9,1810
16.9,79.1,304
16.9,79.2,304
16.9,79.3,310
16.9,79.4,310
16.9,80.1,1076
16.9,81.8,565
16.9,82.1,1687
17.0,79.1,304
17.0,79.2,304
17.0,79.4,826
17.0,80.0,1076
17.0,80.1,1488
17.1,79.4,826
17.1,79.7,158
17.1,79.8,158
17.1,80.0,1488
17.1,81.2,170
17.1,81.3,722
17.1,81.7,565
17.2,79.1,490
17.2,80.0,540
17.2,81.2,1432
17.3,79.1,601
17.3,79.4,1404
17.3,80.8,1549
17.3,81.2,1432
17.4,79.0,1420
17.4,79.1,1090
17.4,79.4,1404
17.4,79.7,958
17.5,79.2,813
17.5,79.3,813
17.5,79.9,1746
17.5,81.2,1167
17.7,77.7,38
17.8,77.9,1
17.8,78.0,888
17.8,78.1,1536
17.8,79.5,1831
17.8,79.6,236
17.9,77.7,38
17.9,79.8,236
17.9,80.5,1992
17.9,82.3,196
18.0,80.5,534
18.1,77.7,1621
18.1,77.8,1621
18.1,77.9,498
18.1,79.6,1251
18.2,77.7,113
18.2,77.8,113
18.2,77.9,113
18.3,77.9,113
18.3,78.4,492
18.3,79.4,1491
18.4,77.6,1503
18.4,77.7,1503
18.4,78.5,794
18.4,79.1,402
18.5,78.5,794
18.5,79.1,336
18.5,80.5,1711
18.6,77.8,1702
18.6,79.4,167
18.7,78.7,1193
18.7,79.4,167
18.7,79.6,45
18.7,84.4,1360
18.8,78.2,998
18.8,78.7,1193
18.8,79.4,182
18.8,79.5,182
18.8,79.6,45
18.9,78.2,466
18.9,78.9,1691
18.9,79.2,1299
18.9,79.5,182
18.9,79.6,1068
18.9,84.5,110
19.0,79.3,1995
19.0,79.5,1700
19.0,79.6,1700
19.1,79.2,639
19.1,79.5,1700
19.2,78.2,37
19.2,78.8,715
19.2,78.9,114
19.2,79.2,639
19.2,79.5,1659
19.2,79.6,1191
19.3,78.0,1480
19.3,78.6,1744
19.3,78.7,1744
19.3,78.8,715
19.3,79.3,661
19.4,78.5,352
19.4,78.6,352
19.4,78.7,1744
19.4,78.8,715
19.4,79.3,661
19.4,79.5,1869
19.4,79.6,841
19.5,78.5,317
19.5,78.8,806
19.6,78.5,317
19.6,78.7,806
19.6,78.8,806
19.7,78.5,814
19.7,78.6,1528
19.7,78.7,1528
19.7,78.8,433
17.2,81.3,1432
18.6,84.4,1360
18.8,78.8,1691
18.9,78.8,1691
19.0,78.7,1291
19.0,78.8,908
19.1,78.7,908
19.1,78.8,908
19.2,78.7,836
19.5,78.6,352
19.5,79.4,975
19.8,78.5,814
13.1,78.9,1092
13.2,78.9,1092
13.3,78.9,405
13.4,78.9,405
13.4,79.1,1559
13.5,79.0,25
13.6,78.6,563
13.7,79.0,25
13.7,79.5,1698
13.8,78.7,666
13.8,78.8,666
13.8,79.5,371
14.2,78.8,208
14.3,78.4,339
14.3,78.8,758
15.0,79.2,840
15.0,79.3,840
15.2,78.6,152
15.4,79.0,731
15.6,79.0,1377
15.7,79.0,585
15.7,79.1,1377
15.8,79.0,585
15.8,79.1,585
16.0,79.1,1484
16.1,78.3,1063
16.1,78.4,519
16.2,79.0,1560
16.6,77.7,1506
17.9,77.8,1
18.0,77.7,1621
18.3,77.7,1503
18.7,78.8,1193
18.9,78.7,1291
19.1,78.0,512
19.1,78.1,355
19.2,78.1,1154
13.5,80.3,993
13.9,77.2,811
14.2,80.0,348
15.0,78.2,1048
15.1,79.2,1058
15.3,78.1,1868
15.3,79.1,731
15.4,78.5,1386
15.4,79.2,1557
15.5,79.0,1377
15.5,79.1,1597
15.9,77.9,1357
16.3,77.8,1245
16.8,79.4,310
17.1,79.2,445
17.1,79.3,826
17.2,79.2,601
17.2,79.3,1720
14.9,78.2,1048
17.3,79.2,601
26.7,95.2,659
26.7,95.3,659
26.7,95.4,659
26.8,95.2,659
26.8,95.3,659
26.8,95.4,659
26.8,95.5,659
26.9,95.2,1242
26.9,95.4,1242
26.9,95.5,1445
27.0,95.2,1384
27.5,94.2,171
27.6,94.6,193
27.8,95.1,941
27.9,95.3,941
28.0,95.4,1314
28.0,95.5,1314
28.1,95.4,1314
28.1,95.5,1314
28.1,95.6,1201
28.1,95.7,1201
28.1,95.8,1201
28.2,95.7,1201
28.2,95.8,264
28.2,95.9,264
27.1,97.0,524
27.1,97.1,524
27.2,96.9,524
27.2,97.0,524
27.3,96.8,286
27.3,96.9,524
27.4,96.6,1877
27.4,96.7,286
27.4,96.8,286
27.5,96.5,1877
27.5,96.6,286
27.5,96.7,286
27.5,96.8,286
27.6,96.5,755
27.6,96.6,1280
27.6,96.7,286
27.6,96.8,525
27.7,96.4,755
27.7,96.5,755
27.7,96.6,1280
27.7,96.7,71
27.7,96.8,525
27.7,96.9,525
27.8,96.5,1280
27.8,96.6,71
27.8,96.7,71
27.8,96.9,525
27.9,96.7,71
28.0,95.9,111
28.0,96.0,111
28.0,96.1,1427
28.0,96.2,1427
28.0,96.3,577
28.1,95.9,111
28.1,96.0,111
28.1,96.1,1427
28.1,96.2,1986
28.1,96.4,577
26.9,95.3,1242
26.9,95.6,1445
26.9,95.7,127
27.0,95.3,1242
27.0,95.4,1242
27.0,95.5,1445
27.0,95.8,127
27.1,95.5,574
27.1,95.8,1349
27.1,95.9,1349
27.2,95.5,1071
27.2,95.7,1155
27.2,95.8,282
27.2,95.9,282
27.3,96.0,282
27.3,96.1,1176
27.3,96.2,1176
27.3,96.5,1877
27.4,96.0,1205
27.4,96.1,1176
27.4,96.2,1176
27.5,95.9,1205
27.5,96.0,1205
27.5,96.1,1305
27.5,96.2,1305
27.6,95.8,145
27.6,95.9,145
27.6,96.4,755
27.7,95.8,633
27.7,95.9,633
27.7,96.0,623
27.7,96.1,623
27.8,96.4,755
27.8,96.8,525
27.9,95.4,1314
27.9,95.5,1314
27.9,96.0,1104
27.9,96.1,151
27.9,96.4,577
27.9,96.5,577
27.9,96.6,71
28.0,95.6,1314
28.0,95.7,1201
28.0,95.8,630
28.0,96.4,577
28.0,96.5,577
27.0,95.6,1445
27.0,95.7,127
27.1,95.6,574
27.1,95.7,1155
27.2,96.0,282
27.2,96.1,1176
27.5,96.3,1305
27.5,96.4,1877
27.6,96.0,623
27.6,96.1,623
27.6,96.3,616
27.8,95.9,1104
27.8,96.0,1104
27.8,96.1,151
27.8,96.3,151
27.9,96.3,151
27.3,96.3,1176
27.3,96.4,1877
27.4,96.3,1176
27.4,96.4,1877
27.6,96.2,616
27.7,96.2,616
27.7,96.3,616
27.8,96.2,151
27.9,96.2,151
27.4,96.5,1877
30.8,76.8,1123
20.2,73.0,801
20.8,70.8,420
20.9,70.8,1618
20.9,70.9,1856
